arch,task,seed,beta_pi,lambda_pi,gamma,features,val_nmse,test_nmse,alpha,n,layers,topology,mixer,input_mode,channel,task_profile
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.006,0.03,0.07,96,0.15166803353427882,0.191173712157164,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.006,0.03,0.07,96,0.14641925218951327,0.18423793538210095,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.006,0.03,0.08,96,0.1512041635248718,0.19656954192764609,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.006,0.03,0.08,96,0.147720291065345,0.19012920642717096,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.006,0.03,0.08,96,0.1512348289281081,0.20130960263211664,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.006,0.03,0.08,96,0.1430362868310316,0.1727104617839311,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.006,0.03,0.08,96,0.14873471164133495,0.1991166256650442,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.006,0.03,0.08,96,0.1491202815307758,0.18248812235751782,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.006,0.03,0.08,96,0.14751183111958457,0.17203217375915242,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.006,0.03,0.08,96,0.14432137265878403,0.21840957254510096,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.006,0.03,0.08,96,0.14057650068984537,0.1750908208501847,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.006,0.03,0.08,96,0.1447757225004182,0.1807155873068372,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.006,0.03,0.085,96,0.14808629317675517,0.19303633024997693,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.006,0.03,0.085,96,0.14613180000003745,0.18199291228744266,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
