task,seed,readout,beta_pi,lambda_pi,gamma,n,layers,topology,mixer,input_mode,channel,val_nmse,test_nmse,alpha
mackey_glass,42,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.1469198442467578,0.16848557281546286,0.0001
narma10,42,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8047155579703984,0.8229412238701044,0.1
sunspots_annual,42,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.3928731535216933,0.4815669753364979,0.0001
lorenz,43,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.01530148425042721,0.006077581355157617,1e-08
mackey_glass,43,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.026397412105056136,0.042096993056855235,1e-08
narma10,43,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.9109459568509001,0.9201028263603129,0.0001
sunspots_annual,43,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.7429214174379778,0.6338148699126948,0.01
lorenz,44,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.038418277087065765,0.01769915790724449,1e-08
mackey_glass,44,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.04256063910043844,0.057708257979349586,0.001
narma10,44,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8578234268635846,0.8830323802085034,0.1
sunspots_annual,44,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.7301944306179937,0.5774187976067314,0.01
lorenz,45,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.0165596762968821,0.004136598213292699,1e-08
mackey_glass,45,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.02314563006629174,0.028463823034046695,1e-08
narma10,45,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.752536573857419,0.8148508940908958,0.001
sunspots_annual,45,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.4808554092154647,0.5585131178487936,0.001
lorenz,46,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.29646864415039637,0.06504566570379998,0.001
mackey_glass,46,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.12999648356255591,0.11313707646261262,1e-05
narma10,46,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8444764238232809,0.8274568219482582,0.1
sunspots_annual,46,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.503670756586175,0.4792883964274067,0.001
lorenz,47,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.017991457220819407,0.005530779918356823,0.0001
mackey_glass,47,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.020474375086242162,0.02481246515950181,1e-08
narma10,47,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.7408953279453571,0.7390237144096928,0.1
sunspots_annual,47,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.33672562856300653,0.3249152444970783,0.001
lorenz,48,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.053099882565996584,0.04407122729905227,0.0001
mackey_glass,48,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.13637169010911174,0.144124451705821,1e-08
narma10,48,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8112931340422636,0.8294821861053135,0.001
sunspots_annual,48,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.32883555249606483,0.5500487248802883,1e-08
lorenz,49,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.04863661000349577,0.008776746607302438,1e-08
mackey_glass,49,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.04552119435554672,0.05418443356152421,1e-08
narma10,49,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8884873685590325,0.9221202456174337,0.01
sunspots_annual,49,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.30657929777900894,0.512610179351793,1e-08
lorenz,50,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.031582580674415425,0.014311770509479656,0.0001
mackey_glass,50,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.03462617916334002,0.037357237457998016,0.0001
narma10,50,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8024062502177375,0.8869111177461971,0.1
sunspots_annual,50,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.3099588502420294,0.45800650897040235,1e-08
lorenz,51,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.10283848271237027,0.019893755441558972,0.0001
mackey_glass,51,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.13419400531980505,0.17599471242775555,1e-08
narma10,51,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8451104362645196,0.8379304286225677,0.01
sunspots_annual,51,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.2853766897262239,0.42410233325208957,0.001
lorenz,52,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.2250520293010488,0.12431698342839068,1e-05
mackey_glass,52,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.1316664074126004,0.19118204603701602,1e-08
narma10,52,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8398890838340616,0.8643452157565511,1e-08
sunspots_annual,52,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.5215188770922815,0.556168305455198,1e-05
lorenz,53,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.07282504041207243,0.015038096054798411,0.0001
mackey_glass,53,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.10213467759494821,0.15290335179951842,1e-08
narma10,53,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.9627063713704131,0.9603431937566362,1.0
sunspots_annual,53,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.6119870810960054,0.787805282831597,0.0001
lorenz,54,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.16745520496287578,0.10923256489602781,1e-06
mackey_glass,54,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.2573333241467064,0.2798840680748323,1e-05
narma10,54,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8194148176742486,0.8298194377991662,1e-08
sunspots_annual,54,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.26270325838430936,0.32904378320355065,1e-05
lorenz,55,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.03491868367322707,0.019588684125582904,0.0001
mackey_glass,55,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.06121442977643733,0.07681425238819899,1e-08
narma10,55,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8678264632475854,0.875509492163612,0.01
sunspots_annual,55,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.3991358621878433,0.6214571162519492,1e-08
lorenz,56,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.04951102627484025,0.010121209382011815,1e-08
mackey_glass,56,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.04917252018727871,0.048842426061863974,0.0001
narma10,56,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.9278930987239082,0.9277981739201456,1e-08
sunspots_annual,56,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.5403494851606013,0.6426797518996933,1e-08
lorenz,57,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.025693078407782195,0.018784621758849214,0.001
mackey_glass,57,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.030037204780738413,0.030903407647284446,1e-08
narma10,57,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.7597126794054417,0.7670851023280693,0.01
sunspots_annual,57,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.39265901254146907,0.44274617426289814,0.001
lorenz,58,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.09069445329097658,0.06660163353649333,0.01
mackey_glass,58,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.17798303037421037,0.2168398903321079,0.0001
narma10,58,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8211355713964278,0.8226124734991632,0.01
sunspots_annual,58,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.5484102254635828,0.44387786639054555,1e-08
lorenz,59,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.0847290019414098,0.03317401135787995,0.001
mackey_glass,59,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.04002988530326309,0.04158605902698817,1e-08
narma10,59,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8416953027139141,0.8715420606019887,1e-08
sunspots_annual,59,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.33508050105345705,0.42038073200725523,1e-08
lorenz,60,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.03144150223614984,0.01116898490304701,0.001
mackey_glass,60,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.03613641260574661,0.05024117614775265,0.001
narma10,60,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.8074903230522648,0.8057690161789501,0.01
sunspots_annual,60,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.45602416107476107,0.49867919148347056,0.001
lorenz,61,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.09382154865014644,0.03420789279275544,1e-08
mackey_glass,61,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.08667008216894044,0.10393068240105914,0.0001
narma10,61,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.7913084311388481,0.7892384989535425,0.01
sunspots_annual,61,Z+ZZ,0.5,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,0.4714642120828754,0.47403364172668283,1e-08
lorenz,42,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.02581915621409203,0.009404197654178758,0.0001
mackey_glass,42,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.030089925915898878,0.03457022393873789,0.0001
narma10,42,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.736321109387915,0.7347752948760823,0.01
sunspots_annual,42,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.29487968294953737,0.3176653722664448,0.0001
lorenz,43,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.008331026860524999,0.002056756951612669,1e-08
mackey_glass,43,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.010079241643069349,0.011871649085482959,1e-08
narma10,43,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7863438133993681,0.7911174623323437,1e-08
sunspots_annual,43,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.4305545753273744,0.4018966085857517,1e-08
lorenz,44,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.014850284193107164,0.005095336410951859,1e-06
mackey_glass,44,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.011188015735209032,0.014589489626626938,1e-05
narma10,44,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8327406382760966,0.8399471420275652,1e-08
sunspots_annual,44,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.32700629220169886,0.3014857614866498,1e-08
lorenz,45,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.004768069714315087,0.0018709679893008245,1e-05
mackey_glass,45,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.005383855310332344,0.006730616132342517,1e-06
narma10,45,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7244399291873843,0.7563190005885282,0.001
sunspots_annual,45,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.36430410063150387,0.3578113687154273,0.001
lorenz,46,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.0062244989299954385,0.0032085302431585964,0.0001
mackey_glass,46,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.005202582618416138,0.005582219884572689,1e-08
narma10,46,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.803057045329513,0.8069858325796854,1e-08
sunspots_annual,46,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.37973645722790983,0.33989595171408554,0.001
lorenz,47,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.0009017627540778346,0.00035241366946050194,0.0001
mackey_glass,47,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.002481165085419733,0.0029158081081385925,1e-08
narma10,47,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.6965217598880015,0.6937138869141564,0.01
sunspots_annual,47,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.2397909833832732,0.3001817305452118,0.0001
lorenz,48,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.027645398093619697,0.02084777270513546,0.0001
mackey_glass,48,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.01820689685560324,0.020867722580916265,1e-08
narma10,48,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7602960810166217,0.7622409974922252,0.01
sunspots_annual,48,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.22305344801618987,0.29195917330535015,0.0001
lorenz,49,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.011706723343508169,0.004156500139240931,1e-05
mackey_glass,49,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.010990645194789704,0.011271410769194697,1e-08
narma10,49,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8193159429100927,0.7943404167734801,0.001
sunspots_annual,49,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.2799156915279199,0.3481141843541108,1e-05
lorenz,50,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.013647101805351426,0.00503453235954782,0.0001
mackey_glass,50,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.010569987396347265,0.011717247559960425,1e-05
narma10,50,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7485364471780237,0.7948424750005615,0.01
sunspots_annual,50,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.2792458523687236,0.3140196073564389,1e-08
lorenz,51,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.024012412899770238,0.004823250472470953,1e-05
mackey_glass,51,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.035807855971965195,0.04263585528664335,0.001
narma10,51,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7964159104635089,0.806906195171754,0.01
sunspots_annual,51,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.22303988368769131,0.32508003527592083,1e-08
lorenz,52,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.004684201225102846,0.0019200328010958924,1e-06
mackey_glass,52,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.007046634365294354,0.00878456283127953,1e-06
narma10,52,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7414141194961912,0.7865915585031241,1e-08
sunspots_annual,52,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.277675683929808,0.33245638901421776,1e-08
lorenz,53,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.04035794346565421,0.01960732452536311,0.0001
mackey_glass,53,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.03241792587235003,0.05487635811849839,1e-05
narma10,53,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8637484404244133,0.7996483557510115,1e-08
sunspots_annual,53,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.35904152010196116,0.47896310365164035,0.0001
lorenz,54,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.019028346595590984,0.012341395047676371,1e-05
mackey_glass,54,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.01956847748019109,0.022351358704106566,1e-05
narma10,54,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7355412411395814,0.7247341452767362,1e-08
sunspots_annual,54,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.19368457708704856,0.27584564778861276,1e-05
lorenz,55,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.014874156688440407,0.006752408736904246,0.0001
mackey_glass,55,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.014934390027645428,0.018322311564125376,0.0001
narma10,55,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7773587534480948,0.7863766451367469,0.01
sunspots_annual,55,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.22327263318967913,0.3738902691473492,1e-08
lorenz,56,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.011935230127209213,0.003954792551709776,1e-08
mackey_glass,56,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.009952235584848954,0.008540929885438435,1e-08
narma10,56,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8046701433729787,0.8317977133236157,0.0001
sunspots_annual,56,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.4198898239422555,0.6364143435973694,1e-08
lorenz,57,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.0073611041969948365,0.003107977168111145,1e-08
mackey_glass,57,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.0048390497553501746,0.005856400709017767,1e-08
narma10,57,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.6941839352274629,0.725237910073066,0.001
sunspots_annual,57,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.2416131672900978,0.2408830974498985,0.001
lorenz,58,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.010950857290432483,0.007279268535796825,0.0001
mackey_glass,58,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.030443400048915853,0.04127535976896122,0.0001
narma10,58,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7921342237952558,0.7810884119752524,0.01
sunspots_annual,58,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.3281216719099148,0.2703856904636048,0.001
lorenz,59,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.009503097380542011,0.003810146793570047,0.0001
mackey_glass,59,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.005945564810154679,0.00839811958873928,1e-08
narma10,59,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7564786649093728,0.785133370894517,1e-08
sunspots_annual,59,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.3120980270012348,0.44805468518693536,1e-08
lorenz,60,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.021792752317473657,0.00304608292494001,1e-08
mackey_glass,60,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.01819512890808896,0.023424010064084344,1e-05
narma10,60,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.7827451884109851,0.7592243451823331,0.001
sunspots_annual,60,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.44593758926955696,0.37939064753816565,0.001
lorenz,61,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.025445517624886758,0.014175450149221018,1e-08
mackey_glass,61,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.02295137719852407,0.022528898469148812,1e-08
narma10,61,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.764091864601141,0.7726649812948363,0.01
sunspots_annual,61,Z+ZZ,0.5,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,0.2811163217707373,0.31412232416367186,1e-08
lorenz,42,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.004718938287278515,0.0007828601174117348,1e-07
mackey_glass,42,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0031357321926864857,0.0035722824026578016,1e-06
narma10,42,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.6970179121919579,0.6990086320360898,0.001
sunspots_annual,42,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.25276077647101947,0.2629773149401794,0.0001
lorenz,43,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0030506912113288753,0.0016696785568896075,1e-08
mackey_glass,43,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0037293738831943478,0.004164462341384858,1e-08
narma10,43,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7341139142590126,0.7498305118770252,1e-08
sunspots_annual,43,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.313779831163268,0.3913032523625551,1e-08
lorenz,44,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0018441697412858269,0.0005559900459650547,1e-08
mackey_glass,44,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0026375126468133514,0.0029464695540818687,1e-08
narma10,44,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7996398921906057,0.795714327489122,0.0001
sunspots_annual,44,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.2746317427006712,0.2703034472201398,1e-08
lorenz,45,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0010226372617836103,0.00016232371155493652,1e-08
mackey_glass,45,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0009478777237457542,0.0009985253833129232,1e-06
narma10,45,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7283382963048924,0.7289465407415475,0.0001
sunspots_annual,45,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.30882119125971275,0.30772208810437185,1e-08
lorenz,46,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.00044784721642510323,0.00017250885694603189,1e-08
mackey_glass,46,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0007684332181333061,0.0008307644191780033,1e-08
narma10,46,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7822928489706558,0.7863384056981991,0.001
sunspots_annual,46,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.2927051553211558,0.2959980140295741,0.001
lorenz,47,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0007168339909794755,0.00015085014890188763,1e-08
mackey_glass,47,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0012322499507450592,0.0015698094583195272,1e-07
narma10,47,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7150565350179691,0.7179755244492302,1e-08
sunspots_annual,47,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.3183700058574965,0.32048266542623766,1e-06
lorenz,48,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.001296217545037795,0.0006389809377359748,1e-06
mackey_glass,48,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.0019401029294987976,0.0020388372442210092,1e-06
narma10,48,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7190707428842352,0.712325118470565,0.001
sunspots_annual,48,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.21263580964750722,0.2730646955473351,1e-08
lorenz,49,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.004571664610902528,0.0031616960136964106,1e-07
mackey_glass,49,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.005359709902883034,0.0059471876768131945,1e-08
narma10,49,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7468278093998211,0.7195617603460357,0.001
sunspots_annual,49,Z+ZZ,0.5,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,0.21376701192328976,0.27579066576129585,1e-06
