seed,beta_pi,lambda_pi,gamma,MC,IPCmem,IPCnonlin,IPCtot,Vfeat,reff,n_features,n_diag_samples,mean_val_rank,mean_val_nmse,mean_test_nmse
52,0.22,0.05,0.3,3.0848455761704945,3.107185721470294,2.1929034383653505,5.300089159835645,0.019371976141071893,1.3778220031613473,16,750,0.32857142857142857,0.19449901585803198,0.20523266621907305
52,0.22,0.1,0.0,0.002254188704046367,0.010510287317859524,0.0,0.010510287317859524,0.24300579484740698,9.64514032300121,16,750,0.7173469387755103,0.8833374806212829,0.7317182333753506
52,0.22,0.1,0.05,2.990410934735755,3.126264662322182,0.7791410707530061,3.905405733075188,0.0332888917361405,1.237444042823252,16,750,0.43163265306122445,0.17677656992511695,0.21586909373478158
52,0.22,0.1,0.12,3.593235764772892,3.5932357647594446,2.0965689713529096,5.689804736112354,0.026434493388669607,1.221593743661831,16,750,0.39387755102040817,0.175719488120413,0.2142837617992682
52,0.22,0.1,0.22,3.4741725077012777,3.4836457051563796,2.6589932203066966,6.142638925463077,0.01967352800568842,1.3648586526224749,16,750,0.326530612244898,0.19422496861972022,0.20958157145975598
52,0.22,0.1,0.3,3.284168023343997,3.29458200152217,2.7751477382061265,6.069729739728297,0.016252119827851248,1.521162090767292,16,750,0.30612244897959184,0.20051251490271985,0.20926059254148133
52,0.22,0.12,0.0,0.009969188333471934,0.03232188394794888,0.020886065461822256,0.05320794940977114,0.24802834329821832,9.736001103244753,16,750,0.7408163265306122,0.9255216851382011,0.7908644027837208
52,0.22,0.12,0.05,2.589392293158779,2.750200446278716,0.9410603813841862,3.6912608276629024,0.03226430321527969,1.2695192012474965,16,750,0.47959183673469385,0.2182745023618152,0.23376753430237435
52,0.22,0.12,0.12,3.4499536466989573,3.449953646685226,2.211050170826899,5.661003817512125,0.024882657601211902,1.2497447380581268,16,750,0.38571428571428573,0.18607953695511187,0.21239375497478422
52,0.22,0.12,0.22,3.4423581319119956,3.458843062256324,2.8892451046113576,6.348088166867681,0.018370441359454974,1.4015357176861092,16,750,0.3183673469387755,0.1971344142428024,0.20888990390082135
52,0.22,0.12,0.3,3.186695632887954,3.1937924524373775,3.233414723776823,6.427207176214201,0.015175148212852752,1.568010931564546,16,750,0.29285714285714287,0.20125421282975692,0.20910714548027162
52,0.22,0.16,0.0,0.016213872896211123,0.01643135963036957,0.03356675151095856,0.04999811114132813,0.24543707473063275,9.504210338475671,16,750,0.7326530612244898,0.8240841930023179,0.7665551508772417
52,0.22,0.16,0.05,2.743291169214308,2.788093732681735,1.4475190517873817,4.235612784469117,0.029746632115619717,1.2940029030618114,16,750,0.4551020408163265,0.21069820112965987,0.27458584348004594
52,0.22,0.16,0.12,3.5125970616880995,3.5125970616786697,2.711579419984309,6.224176481662979,0.022404312603333205,1.2774132535273637,16,750,0.3806122448979592,0.20167326652119907,0.22059187124307605
52,0.22,0.16,0.22,3.4416305236310167,3.4416305236256424,3.138866044471819,6.580496568097461,0.016481049328748984,1.4522978809239768,16,750,0.29591836734693877,0.20105050012053644,0.2098454153766089
52,0.22,0.16,0.3,3.256825496210027,3.2568254962041783,3.2652162284440402,6.5220417246482185,0.013695395120767222,1.6150514077013556,16,750,0.32346938775510203,0.2074548099920093,0.2127018777006279
52,0.22,0.28,0.0,0.0,0.0,0.010379178298508207,0.010379178298508207,0.23831201662232565,9.316653938324354,16,750,0.8561224489795919,1.1207023104922227,0.9280662503427572
52,0.22,0.28,0.05,2.6137991821443656,2.622387885699977,1.7559795679735886,4.378367453673565,0.02655312031439989,1.1763132121955806,16,750,0.5244897959183674,0.26133663868350265,0.28800807078154855
52,0.22,0.28,0.12,2.932258402347058,2.9322584023363993,2.9878568095201454,5.920115211856545,0.020537783942898524,1.2432124893170236,16,750,0.4755102040816327,0.21168656675362874,0.24228360240141958
52,0.22,0.28,0.22,3.144812024670631,3.1571551940072284,3.788561370389777,6.945716564397006,0.014873483263595607,1.388438583737764,16,750,0.29387755102040813,0.20690910565842113,0.22428910194525076
52,0.22,0.28,0.3,2.921714429737122,2.927155254408171,3.7777529874377924,6.704908241845963,0.012297599941487672,1.4616809836360611,16,750,0.3173469387755102,0.20757578307119695,0.21882413799169734
52,0.22,0.42,0.0,0.0,0.0,0.0,0.0,0.23478448726202478,9.808891631024808,16,750,0.75,1.1634670568079835,0.9426331516656878
52,0.22,0.42,0.05,3.2496433470811414,3.4052334238055457,0.9218999621594895,4.327133385965035,0.03311803268046479,1.233176070648227,16,750,0.4173469387755102,0.1671579154993474,0.2276933953495176
52,0.22,0.42,0.12,3.6053157637869337,3.620844410135675,1.8689167491972782,5.489761159332954,0.028496793526549543,1.190779683446118,16,750,0.3704081632653061,0.15860738710635655,0.20879403434485067
52,0.22,0.42,0.22,3.5956070017209405,3.595607001709614,2.341777755935755,5.937384757645368,0.021404987088522807,1.3094811027228817,16,750,0.3183673469387755,0.18622245713180632,0.20980613448949223
52,0.22,0.42,0.3,3.393904947190662,3.394896340422652,2.3854638048418613,5.780360145264513,0.017508996514767113,1.4506967052194961,16,750,0.2510204081632653,0.19104687765871875,0.2064851158903896
52,0.5,0.0,0.0,0.0,0.0,0.014610876372550874,0.014610876372550874,0.45435187277095346,8.36101148503317,16,750,0.7663265306122449,1.1476336689516535,0.8813431505391311
52,0.5,0.0,0.05,0.0,0.0,0.6590952485972653,0.6590952485972653,0.043832273237769837,1.2387806670470887,16,750,0.6969387755102041,0.9502501170399844,0.8195895573910379
52,0.5,0.0,0.12,0.0,0.0022342485052894157,1.4714290280418179,1.4736632765471072,0.06109365529837494,1.2278097496989524,16,750,0.6602040816326531,0.8747840204180156,0.8145899160715384
52,0.5,0.0,0.22,0.016260936819665117,0.016260936817609206,2.0576294986961967,2.073890435513806,0.06534090113946889,1.260235041442931,16,750,0.6622448979591837,0.8948665255262497,0.7459523984241883
52,0.5,0.0,0.3,0.020615330024567058,0.0206153300206543,2.356448684015308,2.377064014035962,0.06309364414752079,1.2757047149827072,16,750,0.6795918367346939,0.9307249335613708,0.8146050020319879
52,0.5,0.05,0.0,0.015946006326891804,0.0242076497766045,0.008882551717768639,0.03309020149437314,0.24714367523833844,9.733362208646556,16,750,0.8071428571428572,0.9866841626852478,0.8484322796063383
52,0.5,0.05,0.05,0.6616873427482715,0.6683420368057762,1.279316198811244,1.9476582356170202,0.040489540463171374,1.1378364956958134,16,750,0.5775510204081633,0.3227919100193111,0.34284473127121373
52,0.5,0.05,0.12,1.0249579243859315,1.0458901023786162,1.7442365207626098,2.790126623141226,0.055889756763409904,1.1648163801144358,16,750,0.5040816326530613,0.24371228063359224,0.2573378578383828
52,0.5,0.05,0.22,1.4664755085191574,1.4843465598947803,1.7816605901333396,3.26600715002812,0.05934972868882182,1.2261485601199797,16,750,0.4530612244897959,0.2128983416530664,0.2179361160933667
52,0.5,0.05,0.3,1.6259679096195367,1.6375809790570328,1.686916453132255,3.324497432189288,0.05723711491960366,1.2631170211964204,16,750,0.4204081632653061,0.20860642057507026,0.2184955784597728
52,0.5,0.1,0.0,0.0,0.0025902199045877428,0.019150332732653763,0.021740552637241506,0.24922073009797177,9.737058223879798,16,750,0.7173469387755103,1.0359144086937886,0.9349537704510519
52,0.5,0.1,0.05,0.991001185280521,0.9910011852720791,1.4526368356968593,2.4436380209689386,0.03545395411460166,1.124741901231827,16,750,0.5459183673469388,0.25197539103491295,0.30846296648289834
52,0.5,0.1,0.12,1.2547955809405216,1.254795580924256,1.8198849666508514,3.0746805475751073,0.0469091367166916,1.140108335541038,16,750,0.47959183673469385,0.22040805982345424,0.23986408305359708
52,0.5,0.1,0.22,1.5272069359552094,1.5272069359457958,1.8737629813272023,3.400969917272998,0.04907969412239926,1.2079470273547976,16,750,0.44081632653061226,0.2163816100961339,0.21625675582155257
52,0.5,0.1,0.3,1.6699611493551252,1.6699611493460371,1.8530734140681946,3.5230345634142317,0.04752122530410542,1.2551579289265375,16,750,0.42448979591836733,0.21532394220561282,0.216615259311935
52,0.5,0.12,0.0,0.0,0.005029269813033754,0.014392236669934722,0.019421506482968476,0.24933216651894474,9.748163444541806,16,750,0.8459183673469388,1.1777687381591118,1.0122459315518244
52,0.5,0.12,0.05,1.007867853308995,1.0409054628592802,1.1537330648354798,2.19463852769476,0.033466705013133785,1.1216338394500645,16,750,0.5183673469387755,0.24452909446437696,0.2884854130270096
52,0.5,0.12,0.12,1.2809611586543863,1.2845348658792797,1.6909434026008157,2.9754782684800953,0.04392905813547423,1.1390842213820898,16,750,0.4744897959183674,0.22012331243805275,0.22829900615781232
52,0.5,0.12,0.22,1.5130110365992113,1.5147783477989623,1.9226244934316359,3.437402841230598,0.04594131807018749,1.2108790250942922,16,750,0.42959183673469387,0.21992695364172526,0.21634801111767463
52,0.5,0.12,0.3,1.6442388827770387,1.6468828261738517,1.9879968678100823,3.634879693983934,0.04472889235357866,1.2587133461758835,16,750,0.42142857142857143,0.22106867888257023,0.2196519971210416
52,0.5,0.16,0.0,0.006395252688266351,0.01198490011589004,0.012450413822946205,0.024435313938836245,0.23269237999139408,9.794138386822512,16,750,0.8173469387755102,1.3205642060162965,1.006906419803866
52,0.5,0.16,0.05,1.253698150834322,1.2687780812256837,0.9106601220640266,2.17943820328971,0.030312165046248923,1.1141065996054549,16,750,0.5551020408163265,0.26601139077264335,0.2743962026023857
52,0.5,0.16,0.12,1.5460279190033086,1.5485692157859743,1.5469912022056793,3.0955604179916536,0.03955015514148229,1.1351936300979146,16,750,0.47346938775510206,0.22203149353937746,0.22073462567755553
52,0.5,0.16,0.22,1.7298896199255458,1.7298896199207463,1.8523252709505906,3.582214890871337,0.04177248587845895,1.212621258286052,16,750,0.42959183673469387,0.22178440206993708,0.22906484003161184
52,0.5,0.16,0.3,1.741650583396801,1.74165058339207,1.8943761161394033,3.636026699531473,0.04130918750086424,1.2553085783191549,16,750,0.4275510204081633,0.2263272097363388,0.2408204869785481
52,0.5,0.28,0.0,0.003410618847702107,0.0034106188456295428,0.014872501090820167,0.01828311993644971,0.24109635883075217,9.746314605147166,16,750,0.8224489795918367,1.2630703806250165,1.000973171404808
52,0.5,0.28,0.05,0.8296487382638182,0.8436504048711693,1.0521115159495025,1.8957619208206717,0.028722928717755673,1.116116624699361,16,750,0.5938775510204082,0.4295315994099981,0.4340031376692889
52,0.5,0.28,0.12,1.4205931097684463,1.4343400379062312,1.52496370084551,2.959303738751741,0.0368966842627451,1.1246891247213862,16,750,0.5387755102040817,0.2577051597540991,0.28243813578742927
52,0.5,0.28,0.22,1.5354108569462621,1.5368371175994482,1.7057030538773246,3.2425401714767728,0.03921490611896875,1.1911866992173434,16,750,0.5010204081632653,0.24263555771102333,0.2692893273226563
52,0.5,0.28,0.3,1.4375620980488266,1.43756209804345,1.6789718906048683,3.1165339886483183,0.03944391586269811,1.2199354793263284,16,750,0.45816326530612245,0.24528892523797963,0.27504775464933395
52,0.5,0.42,0.0,0.008492915104274412,0.05921015051442291,0.0,0.05921015051442291,0.24503074784956497,9.757340112726983,16,750,0.8142857142857143,1.2434359288870205,0.9489929569955737
52,0.5,0.42,0.05,1.0069063158003848,1.0069063157877642,1.5455485406078908,2.552454856395655,0.036592879832153605,1.1277383962210334,16,750,0.5571428571428572,0.26802308029065514,0.32283862176717504
52,0.5,0.42,0.12,1.4539339656478587,1.464309821130961,1.9815984346354565,3.4459082557664176,0.04998393867608464,1.1466143383328398,16,750,0.45408163265306123,0.20965994719500056,0.25009562530725593
52,0.5,0.42,0.22,1.644376132671094,1.6443761326598514,1.8403759881825354,3.484752120842387,0.052781281556201216,1.213036764283978,16,750,0.40408163265306124,0.20039616761261764,0.22327557070613227
52,0.5,0.42,0.3,1.737130563664651,1.737130563655712,1.7106204728768089,3.447751036532521,0.050961147795434744,1.2587076214239385,16,750,0.3846938775510204,0.2036251322096135,0.22221526901776487
53,0.0,0.0,0.0,0.11017194447928191,0.291436368188991,0.0,0.291436368188991,0.6042136934991476,11.46172522804327,16,750,0.8938775510204081,1.3021972337652514,1.007759985545525
53,0.0,0.0,0.05,0.0,0.0,0.0,0.0,3.1928702562018016e-07,5.619004802239046,16,750,0.8275510204081633,1.30685371532891,1.0115077856459556
53,0.0,0.0,0.12,0.0,0.0,0.0,0.0,8.35042432691242e-15,0.0,16,750,0.8556122448979592,1.3069075538486166,1.0113942275223695
53,0.0,0.0,0.22,0.0,0.0,0.0,0.0,7.296164331060602e-15,0.0,16,750,0.8362244897959183,1.3067399614030892,1.0117686830702608
53,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.501164570596185e-15,0.0,16,750,0.8678571428571429,1.3073056521196538,1.0107033775198424
53,0.0,0.05,0.0,0.0,0.0020628190715016315,0.005635690120951553,0.0076985091924531845,0.39070629069799273,8.773871472085636,16,750,0.866326530612245,1.3031721545749777,1.0100676454453914
53,0.0,0.05,0.05,0.0,0.0,0.0,0.0,1.0585096205499688e-07,3.398993936895638,16,750,0.8198979591836735,1.3069587052155909,1.0112918072510237
53,0.0,0.05,0.12,0.0,0.0,0.0,0.0,8.891448398787316e-14,0.0,16,750,0.8464285714285714,1.3067844001897,1.0116628604827766
53,0.0,0.05,0.22,0.0,0.0,0.0,0.0,1.266977361247825e-14,0.0,16,750,0.875,1.3073819028580242,1.010593693641875
53,0.0,0.05,0.3,0.0,0.0,0.0,0.0,3.125212900427239e-15,0.0,16,750,0.8841836734693878,1.3073819028580136,1.0105936936418916
53,0.0,0.1,0.0,0.0,0.0,0.0465301323176206,0.0465301323176206,0.30065837545784446,7.354355702707255,16,750,0.7673469387755102,1.30110729569777,1.0134224700300547
53,0.0,0.1,0.05,0.0,0.0,0.0,0.0,2.9791265739828735e-08,1.0296867921360664,16,750,0.8290816326530612,1.3069754854700883,1.0112592690974294
53,0.0,0.1,0.12,0.0,0.0,0.0,0.0,1.0693587895744646e-13,0.0,16,750,0.8403061224489796,1.3066062704834747,1.0121229738508926
53,0.0,0.1,0.22,0.0,0.0,0.0,0.0,2.2422116684578294e-14,0.0,16,750,0.8280612244897959,1.306867039138853,1.0114789503058907
53,0.0,0.1,0.3,0.0,0.0,0.0,0.0,6.534812771139276e-15,0.0,16,750,0.8729591836734694,1.3073730588769041,1.0106061152210064
53,0.0,0.12,0.0,0.0,0.0,0.00045454478002426857,0.00045454478002426857,0.2806663210688682,7.415148903799598,16,750,0.8826530612244898,1.3035244242264785,1.0321279475210132
53,0.0,0.12,0.05,0.0,0.0,0.0,0.0,2.3536304129760452e-08,1.0561612618526206,16,750,0.8137755102040817,1.306738882067489,1.0117713174709873
53,0.0,0.12,0.12,0.0,0.0,0.0,0.0,7.385177794565347e-14,0.0,16,750,0.8392857142857143,1.3066045572917453,1.012127922942578
53,0.0,0.12,0.22,0.0,0.0,0.0,0.0,1.9449371177564904e-14,0.0,16,750,0.8321428571428571,1.306898291457292,1.0114133042630469
53,0.0,0.12,0.3,0.0,0.0,0.0,0.0,2.5353678085938373e-15,0.0,16,750,0.8739795918367347,1.307374260873548,1.0106044224895414
53,0.0,0.16,0.0,0.0,0.0,0.04897177676819087,0.04897177676819087,0.28555514937129317,6.389493582958681,16,750,0.8428571428571429,1.2881297915684407,1.0076393203617209
53,0.0,0.16,0.05,0.0,0.0,0.0,0.0,1.1941609321649514e-07,1.0337591213355175,16,750,0.811734693877551,1.3067412962704785,1.0117654308401474
53,0.0,0.16,0.12,0.0,0.0,0.0,0.0,2.6266832305072373e-14,0.0,16,750,0.838265306122449,1.3064427198386699,1.012659171146851
53,0.0,0.16,0.22,0.0,0.0,0.0,0.0,2.672245071444586e-14,0.0,16,750,0.8306122448979592,1.3069157026440927,1.0113775832836125
53,0.0,0.16,0.3,0.0,0.0,0.0,0.0,7.297536769456539e-15,0.0,16,750,0.8790816326530613,1.307377674442258,1.0105996230052323
53,0.0,0.28,0.0,0.0,0.0,0.036584157191498656,0.036584157191498656,0.2861122084029919,5.917829556282352,16,750,0.9183673469387754,1.3087244680229748,1.017424675617216
53,0.0,0.28,0.05,0.0,0.0,0.0,0.0,2.122283139151948e-07,1.0734454807053797,16,750,0.811734693877551,1.3068298500356537,1.0115596442939867
53,0.0,0.28,0.12,0.0,0.0,0.0,0.0,1.541246728223662e-14,0.0,16,750,0.8423469387755103,1.3067360914251465,1.0117781510639672
53,0.0,0.28,0.22,0.0,0.0,0.0,0.0,2.598600653572722e-14,0.0,16,750,0.835204081632653,1.3069331772726827,1.0113423198014737
53,0.0,0.28,0.3,0.0,0.0,0.0,0.0,5.921926958660811e-15,0.0,16,750,0.8821428571428571,1.3073798734582298,1.0105965372231323
53,0.0,0.42,0.0,0.0,0.0,0.07096346358643413,0.07096346358643413,0.28096533445618055,8.990347334948773,16,750,0.8081632653061225,1.2991881770869231,1.0213257376065796
53,0.0,0.42,0.05,0.0,0.0,0.0,0.0,6.949424318465948e-08,1.1886048963986195,16,750,0.8198979591836735,1.3069099250867988,1.0113893657029727
53,0.0,0.42,0.12,0.0,0.0,0.0,0.0,1.0327408511603322e-13,0.0,16,750,0.8413265306122448,1.3066958967720723,1.0118790528985826
53,0.0,0.42,0.22,0.0,0.0,0.0,0.0,3.551270697989298e-15,0.0,16,750,0.8525510204081632,1.3068959545811443,1.0114181441521024
53,0.0,0.42,0.3,0.0,0.0,0.0,0.0,3.7966685308232265e-15,0.0,16,750,0.8760204081632653,1.3073765971287954,1.0106011364770267
53,0.02,0.0,0.0,0.08826228605488085,0.25050981719438903,0.0,0.25050981719438903,0.5800302786173106,11.412945461821076,16,750,0.8918367346938776,1.3079778867174119,1.0120850557434178
53,0.02,0.0,0.05,0.0,0.0,0.47870414278220563,0.47870414278220563,0.00022125496815783704,1.2952539855724463,16,750,0.7112244897959183,0.9048244128898015,0.7723140562562101
53,0.02,0.0,0.12,0.0,0.0,1.0357699836702345,1.0357699836702345,0.00030623804021547084,1.2826477770433047,16,750,0.7163265306122449,1.0127738815383267,0.8655980450478944
53,0.02,0.0,0.22,0.0,0.005035430284546449,2.048044177023977,2.0530796073085233,0.0002897100531595438,1.4207098918356296,16,750,0.7479591836734694,1.2017572162045655,0.9591468448152152
53,0.02,0.0,0.3,0.0,0.006534585430769346,2.7415893325616834,2.748123917992453,0.00025934035903160305,1.400526770280814,16,750,0.7724489795918368,1.250789864155203,0.9835239870455663
53,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.30007429013207926,7.593263062207797,16,750,0.860204081632653,1.3075129176430078,1.014673753339552
53,0.02,0.05,0.05,7.143624755370908,10.557968006761005,0.09111781955303744,10.649085826314042,0.006062870977788943,3.189024132953915,16,750,0.19693877551020406,0.12540005087324288,0.152977070440804
53,0.02,0.05,0.12,8.735389314082461,10.681968729867283,0.9579506792344473,11.63991940910173,0.006874462615245695,1.8253106960019037,16,750,0.10612244897959185,0.1011042552371618,0.11187055732641213
53,0.02,0.05,0.22,8.232343805576857,8.493773890140334,2.23300348725874,10.726777377399074,0.005275462476459823,1.5852198770510701,16,750,0.12448979591836734,0.16416727840923748,0.18068570489993455
53,0.02,0.05,0.3,7.320133226934304,7.347053829702492,2.4805946420515075,9.827648471754,0.0040742569064066755,1.5418102061538517,16,750,0.15306122448979592,0.18652665987563785,0.20746884188636264
53,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.2746280896719629,9.677644912886786,16,750,0.7510204081632653,1.2911679972514736,1.0438227941013036
53,0.02,0.1,0.05,5.362869385765966,7.159426039800792,0.48467328468010984,7.6440993244809015,0.009595066348672571,3.249705285065057,16,750,0.2204081632653061,0.17234218767104253,0.20822265562146958
53,0.02,0.1,0.12,6.732265743018166,7.4250312276413055,1.6144616148873572,9.039492842528663,0.008146309198056138,2.4233210188530694,16,750,0.1357142857142857,0.1782008086992049,0.19575980154935863
53,0.02,0.1,0.22,7.074213173225741,7.083417663989299,2.624225908149552,9.707643572138851,0.00596070357410911,2.04244387645167,16,750,0.12755102040816327,0.19570840951786672,0.20460115905764992
53,0.02,0.1,0.3,6.5800025597274825,6.580002559719829,3.26325854585575,9.843261105575579,0.004730997934475218,1.869129681330405,16,750,0.1510204081632653,0.19814192106688913,0.20671925418291656
53,0.02,0.12,0.0,0.0,0.0,0.004672801065521925,0.004672801065521925,0.27651085278344595,10.804778710174567,16,750,0.8285714285714285,1.2883035969774803,0.999061128649011
53,0.02,0.12,0.05,5.100329485385352,6.533791530304271,0.5541067255327082,7.087898255836979,0.010599262745648949,3.002276564567464,16,750,0.23979591836734693,0.16910273630662692,0.23002174944446246
53,0.02,0.12,0.12,6.278026925344106,6.809258643167149,1.8696039603013783,8.678862603468527,0.008250890948190905,2.3428533519018933,16,750,0.15510204081632653,0.16826846446895383,0.19838551988958206
53,0.02,0.12,0.22,6.547997105729374,6.547997105721783,2.9642304063949885,9.512227512116771,0.005894341742376793,2.0758661725575087,16,750,0.13367346938775512,0.18520611030887604,0.20315772406538682
53,0.02,0.12,0.3,5.896072537404547,5.8960725373964795,3.4091587686785667,9.305231306075047,0.0046549065002764855,1.9434394490936817,16,750,0.19081632653061226,0.19287391752796962,0.20871247712142438
53,0.02,0.16,0.0,0.0,0.0,0.04338266043813821,0.04338266043813821,0.26139798422936805,9.503741725649505,16,750,0.8183673469387756,1.2974891454874355,1.0010416361385954
53,0.02,0.16,0.05,6.5229146205078905,7.621074052920065,0.6153280727341349,8.2364021256542,0.012862027846790195,2.1198410770027434,16,750,0.1816326530612245,0.18985744301492247,0.21924612261672088
53,0.02,0.16,0.12,6.720227009386653,6.930704693344313,2.0348924438598246,8.965597137204139,0.008498686213615358,2.290310544502865,16,750,0.14591836734693878,0.1825270940275675,0.20784443951215803
53,0.02,0.16,0.22,5.985190762371054,5.998017312660946,3.1948281289024933,9.192845441563438,0.005635920527945114,2.3491405333579842,16,750,0.16428571428571428,0.19665174726228657,0.20730760325996342
53,0.02,0.16,0.3,5.493225712015542,5.4932257120092975,3.1748005698032173,8.668026281812516,0.004266924810949962,2.277260773661951,16,750,0.1510204081632653,0.1978575064145834,0.20993196891291557
53,0.02,0.28,0.0,0.0,0.0,0.014993149054758459,0.014993149054758459,0.2539323601489853,9.885964198355428,16,750,0.7836734693877552,1.2247044795374653,0.959707729596169
53,0.02,0.28,0.05,6.18789284595907,7.756035088343359,1.4228534540453617,9.178888542388721,0.0131562294214411,1.6415138859041687,16,750,0.40306122448979587,0.23990340083655848,0.21985734614589308
53,0.02,0.28,0.12,6.5009046129941925,6.956158097293933,2.7925026195678337,9.748660716861767,0.007235854611685133,1.5687954715040702,16,750,0.22448979591836735,0.18832073193923216,0.1922798202465819
53,0.02,0.28,0.22,5.752547216995655,5.815451169296329,4.17716584190776,9.99261701120409,0.0038261888609928216,1.6549278250615864,16,750,0.2520408163265306,0.19019141429812975,0.19279700097498914
53,0.02,0.28,0.3,5.01104520635879,5.011045206348613,3.8532443914554837,8.864289597804097,0.002491609938164008,1.8408017824665845,16,750,0.2724489795918367,0.20044393821324122,0.20611217116633462
53,0.02,0.42,0.0,0.0,0.0,0.022884084293583462,0.022884084293583462,0.24072115327556234,11.68679636083935,16,750,0.8071428571428572,1.301357492448772,1.0199613846141713
53,0.02,0.42,0.05,6.760408012290721,9.39436424680371,0.3163155343073274,9.710679781111036,0.008445524875185337,3.349552606962167,16,750,0.1877551020408163,0.1412724533721028,0.1774156908329957
53,0.02,0.42,0.12,7.723975369159548,8.568686394110136,1.235207659399763,9.803894053509898,0.007934644629854581,2.281411775812232,16,750,0.07857142857142857,0.13250796598892467,0.1641008413443102
53,0.02,0.42,0.22,7.558392172927566,7.613937901020212,2.4909246038953965,10.104862504915609,0.00590942862060703,1.8926390684655878,16,750,0.11836734693877551,0.1785143584815227,0.1857309464559299
53,0.02,0.42,0.3,6.890897345059704,6.899581316766723,3.009446627885848,9.909027944652571,0.004666595118248165,1.7434747032031046,16,750,0.12653061224489795,0.19650990714208164,0.19976777555957695
53,0.04,0.0,0.0,0.04146714651845573,0.17822459776181532,0.0,0.17822459776181532,0.531926741633306,11.145880072693132,16,750,0.8040816326530612,1.291276067007069,1.0122062583262434
53,0.04,0.0,0.05,0.0,0.0,0.607059893724821,0.607059893724821,0.0008725578302106864,1.2940853383107236,16,750,0.6959183673469388,0.9640554027754056,0.8243235089753898
53,0.04,0.0,0.12,0.0,0.0,1.1187187033087196,1.1187187033087196,0.0012134846337122098,1.2832345418467315,16,750,0.7295918367346939,1.069650884186794,0.9008611315779831
53,0.04,0.0,0.22,0.0,0.008351557324260406,2.0795317789513987,2.087883336275659,0.0011518744475170445,1.4209825120905275,16,750,0.7673469387755102,1.226757819105898,0.9708401761066798
53,0.04,0.0,0.3,0.0,0.005272415126118646,2.8417576449963375,2.847030060122456,0.0010324171652575944,1.4009236082669354,16,750,0.7785714285714286,1.2605660191979582,0.9819101221253084
53,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.2580228984344337,10.448420263674453,16,750,0.7653061224489796,1.2463245294043575,1.046297558587349
53,0.04,0.05,0.05,6.898617382253537,9.974475960668734,0.22144931229533948,10.195925272964073,0.011944080956383347,3.1677331231325607,16,750,0.22448979591836735,0.13431892449099284,0.15373998095440705
53,0.04,0.05,0.12,8.139730504262042,9.541038605818478,1.2762111078938452,10.817249713712323,0.013638246415187138,1.8573846420456017,16,750,0.14387755102040817,0.12787681296229142,0.13242651019911852
53,0.04,0.05,0.22,7.458067299263726,7.545700284228585,2.61241912220006,10.158119406428645,0.010615180944269881,1.6233543405977313,16,750,0.12142857142857143,0.1780245613770804,0.19435900495699157
53,0.04,0.05,0.3,6.660538367831042,6.672323670064272,3.110119925861881,9.782443595926154,0.00823976153979366,1.5846346698245748,16,750,0.14183673469387756,0.19070689575657845,0.205211105485412
53,0.04,0.1,0.0,0.0,0.0,0.021928828194691996,0.021928828194691996,0.235873815471902,11.589977241407183,16,750,0.7795918367346939,1.2570064992148613,0.9943612441177923
53,0.04,0.1,0.05,4.805468701683482,6.205076852001156,0.7942971530879283,6.999374005089084,0.018928879450493076,3.409756759648933,16,750,0.2795918367346939,0.19459813643555848,0.23128386983412644
53,0.04,0.1,0.12,6.129528306719037,6.527267241883473,1.8321893378476997,8.359456579731173,0.016184004063513613,2.513920014512133,16,750,0.1469387755102041,0.19037134696063263,0.20916863919716375
53,0.04,0.1,0.22,6.330166815732864,6.331177286206475,2.896586015837932,9.227763302044407,0.011904689313596119,2.0996046752064546,16,750,0.11428571428571427,0.20035715718009045,0.2035411292069348
53,0.04,0.1,0.3,5.965309525169175,5.973922918183299,3.582062475169741,9.55598539335304,0.009470258983716165,1.9180750485087865,16,750,0.12857142857142856,0.202997470572167,0.21125261786904476
53,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.26509650303600774,10.304772482268719,16,750,0.8765306122448979,1.3037543349643428,1.0106472497812138
53,0.04,0.12,0.05,4.42192711693107,5.308804058509896,0.7572404811512804,6.066044539661176,0.020985941466551875,3.3052299154637512,16,750,0.26632653061224487,0.17431033090160603,0.23130615967259482
53,0.04,0.12,0.12,5.547325339964555,5.778231539698442,2.176956408348846,7.955187948047288,0.016417631300261193,2.4946060454360683,16,750,0.14285714285714285,0.17488503119171436,0.20280461685021542
53,0.04,0.12,0.22,5.449489488654353,5.4494894886465906,3.264060829151542,8.713550317798132,0.01177207717967264,2.1635008602167702,16,750,0.12755102040816327,0.19082300313188466,0.21203724220493736
53,0.04,0.12,0.3,5.039098877312564,5.041328492709066,3.9621648531720624,9.003493345881129,0.009316749067583877,2.011370100154529,16,750,0.14591836734693878,0.19633730059643023,0.21290779432586898
53,0.04,0.16,0.0,0.010213136674875778,0.01021313667281698,0.006540037535004872,0.016753174207821853,0.23834529113821606,10.697540606046246,16,750,0.7591836734693878,1.203647716308906,0.9694380350561362
